mof_name,LCD,PLD,LFPD,ASA,AV_VF,AV_cm3g,has_NASA,OMS,Metal_enc,Topology_enc,lig1_length,Metal,Topology,energy_mean,n_h2o
ATAFIK,-0.18765356687589138,0.2258886340583636,-0.17505976525905895,0.8456402475467998,0.6984861990421648,0.08356775631645799,0.0,1,8,1,7.48537294701376,Zn,UNKNOWN,-0.6064602187500725,1.0
ATAYAX,1.2829660076252893,0.3003827885894725,1.2987076406147031,1.059917984911978,1.4982484702672956,1.5671264768702955,0.0,1,8,0,13.7460601658849,Zn,Other,-1.8460595000000808,1.0
ATAYEB,1.3206283904336817,0.2516800102661036,1.336407329830992,1.0255219776724842,1.362592591350628,1.3430710695403383,0.0,1,2,0,14.021663162864,Cu,Other,-1.1657257949998439,1.0
ATEYED,0.272200109209308,0.4806892985713323,0.28818442469478917,1.555532653540391,2.085415707369291,3.6828846304535983,0.0,1,1,0,9.39227441972265,Co,Other,-0.679348774999994,1.0
ATIBAG,-0.9630430282962144,-0.8612907885030872,-0.9471176614799316,-0.49832906427169316,-1.1095839483098404,-1.0588435169142394,0.0,0,5,4,2.30971825528686,Mn,met,-0.7931510574999834,1.0
ATIBOU,-1.0380810924700385,-0.814073216374889,-1.022159306644322,-0.4957684895413824,-1.1541276697451643,-1.0845625131369583,0.0,0,5,4,2.30971825528686,Mn,met,-0.8235962799999186,1.0
ATIBOU01,-0.8272030788405194,-0.7692070750083173,-0.8210104421553477,-0.2969958688567916,-0.8969889141867047,-0.9436951123998999,0.0,0,5,4,2.30971825528686,Mn,met,-0.7970342925000012,1.0
ATIBOU02,-0.8213445165153773,-0.7591497553861276,-0.8097226264268067,-0.30067047178029194,-0.9496314940648144,-0.9567517193831102,0.0,0,5,4,2.30971825528686,Mn,met,-0.5481100499999343,1.0
ATIBUA,-0.9386083990950823,-0.9274292116410972,-0.9233336463060996,-0.600653647704791,-1.1925972473483981,-1.1070556053910523,0.0,0,5,4,2.30971825528686,Mn,met,-0.7792919875000734,1.0
ATICAH,-0.7614856827455462,-0.7997503057750812,-0.7732372273476057,-0.347793502400701,-0.9253349187364559,-0.9547374631969082,0.0,0,5,4,2.30971825528686,Mn,met,-0.6211376474999213,1.0
ATICEL,-0.9305690418962514,-0.8374612019657921,-0.9146421253459741,-0.3982263574248874,-1.0063235031643174,-0.9933665224727126,0.0,0,5,4,2.30971825528686,Mn,met,-0.6797791699999607,1.0
ATIXAE,-0.3592825851519691,-0.08783345192863874,-0.34663083434635267,0.7661357830628498,0.24697484085683782,0.18600925168015245,0.0,1,7,0,14.62147115832,Other,Other,-0.8220280975000946,1.0
ATIXUX,-1.0371452228089866,-0.7224461988695989,-1.0212233923213978,-0.4097186743470823,-0.6762950216207826,-0.8336776308688416,1.0,0,0,1,12.5491511069813,Cd,UNKNOWN,-0.5118924774998845,1.0
ATOGEV,-0.5988491553260071,-0.5765753010247135,-0.5829064083329074,0.23642980249099804,0.3279634252846993,-0.6039149859057088,0.0,0,8,1,2.72565586763851,Zn,UNKNOWN,1.4432710025000404,1.0
ATOWOW,1.0323581107083835,1.1369346920992056,1.0476786615611335,0.5903938052885668,1.1277256965098301,1.1085486150441217,0.0,1,8,1,8.39382588563667,Zn,UNKNOWN,-0.9615991508332513,1.0
ATULIM,-1.0488946865360564,-0.646122979877467,-1.044177642304491,-1.1212930736855402,-1.7757150552290006,-1.342967951549153,0.0,0,8,8,6.86421432998042,Zn,sql,-1.2502513633332721,1.0
AVAGUB,-1.029373955865607,-0.6034034886790016,-1.0160834155158047,-0.11895513702758147,-0.8726923388583462,-0.6546754480943069,0.0,1,7,0,11.1228956154378,Other,Other,-0.9288921758334633,1.0
AVAQIX,-0.6556907896566869,-1.036087716449236,-0.6397507552782921,-0.1559244812378766,-0.1761905127787385,-0.36992390983767026,0.0,1,0,2,5.81968274717687,Cd,dia,-0.8503218375000188,1.0
AVAQIX01,-0.6997288072647933,-1.0561858854457227,-0.6906547189564298,-0.22846666974139335,-0.3563901131307294,-0.46193158138876433,0.0,1,0,2,5.81968274717687,Cd,dia,-0.9389906949999727,1.0
AVEHAM,-1.1820609930566954,-0.8418432477978173,-1.1661460782859745,-1.3009027307597851,-1.0103729323857105,-0.5273475040326309,0.0,0,2,6,12.0901022781612,Cu,pcu,-0.5363857957142629,0.8571428571428571
AVELOD,0.5072410342087249,-0.16585721117580618,0.5232365663926156,0.5094834979579415,0.33808699833818195,0.6268819486715169,0.0,1,2,0,10.3167047090216,Cu,Other,-0.8187452075001715,1.0
AVELUJ,0.5155894659149761,-0.21919789491856312,0.5315853965054024,0.5187900207830041,0.3522600006130573,0.6686500790325264,0.0,1,6,0,10.3167047090216,Ni,Other,-0.8096522187501307,1.0
AVEMAQ,0.43622562476707494,-0.1672591275246914,0.4449581338317519,0.5087731095213914,0.4190755827660434,0.6837044255105318,0.0,1,6,0,10.3167047090216,Ni,Other,-0.2887629725001375,1.0
AVEQID,0.3018621912323026,0.48436133765966816,0.1880435009287846,0.96453720272044,1.3342465868008764,1.4220986778031663,0.0,1,8,1,17.5816045058321,Zn,UNKNOWN,-0.7615225275000626,1.0
AVESOL,-0.43861001471870253,-0.5929215483095004,-0.43396473038803435,1.0495868456814852,0.9252542354401764,0.7568484941312531,0.0,1,8,0,14.2211731615096,Zn,Other,-0.35463020250000454,1.0
AVESUR,-0.21660249216717592,-0.7403721102164935,-0.20143163237595002,0.9846088302019911,0.5263854571329591,0.08014369401268237,0.0,1,0,1,14.2211731615096,Cd,UNKNOWN,-0.8665120350002553,1.0
AVEVEE,-1.3999830717308683,-1.193169183397129,-1.3840785567074823,-0.6586992522902134,-0.7491847476058576,-0.9097695282740939,0.0,0,0,0,12.6604760994128,Cd,Other,-0.7730395899999962,1.0
AVIHIY,0.026900698543026156,0.5905707182193582,0.04287330777135445,0.3993556868426141,0.020206804458826194,-0.6968289235330758,0.0,0,7,0,7.26809201144628,Other,Other,-0.6099567899999272,1.0
AVIHOE,0.0009521490949875264,0.5910823105657869,0.016923519998316355,0.39813750634079453,-0.08102892607600062,-0.768255122140169,0.0,0,7,0,7.26809201144628,Other,Other,-0.6446300275000851,1.0
AVIMIC,-0.4586113255332161,0.21601831777529484,-0.44426995761684,-1.0967104881958696,-1.6866276123583528,-1.1285362744266914,0.0,0,8,0,19.4727121670311,Zn,Other,-0.7423943125000392,1.0
AVIMOI,-0.5080016154345959,-0.5263133687685092,-0.5873724363739756,-0.10267294461342451,-0.5325402842613287,-0.37355974195685243,0.0,1,8,8,19.4727121670311,Zn,sql,-1.1025178549999737,1.0
AVIMUO,-0.5211826049432671,-1.0384639738232533,-0.5153956430244967,-0.6596881906494224,-0.7775307521556089,-0.4863435081464639,1.0,1,5,1,19.4727121670311,Mn,UNKNOWN,-0.6387129099998106,1.0
AVIPAX,0.1865538575059789,-0.014487219586687954,0.20248075893562317,0.658302920751853,0.18218397331454797,0.431772904956425,0.0,1,7,1,7.32218204149006,Other,UNKNOWN,-0.7532155533334427,1.0
AVIPOL,-0.10875749170535291,0.16566839249550672,-0.0927913564006905,0.5469296457502698,0.3421364275595746,0.5626380086703291,0.0,1,7,0,7.32218204149006,Other,Other,-0.8166230400000719,1.0
AVOSIO,1.4058886888204116,1.8061852252492716,1.421927106555907,-0.04831638319985378,0.02628094829091513,0.14343773294632486,0.0,1,7,1,16.1951420605422,Other,UNKNOWN,-0.5385506850003594,1.0
AWAGEL,0.6750543886766113,0.9543061248723368,0.6910579293032282,0.0647279797302809,0.29151856229216117,0.4083457023588793,0.0,1,0,0,16.2596531204089,Cd,Other,-0.5625744550000604,1.0
AWAKEQ,-0.5422837665970225,-1.0086543097626113,-0.5297069338520443,-1.018809195258113,-0.6783197362314789,-0.3794871479710079,0.0,1,0,0,12.0901022781612,Cd,Other,-0.7414081000000863,1.0
AWEJIW,1.4168632007316562,2.081349606757188,1.4329021421963288,0.12357568803453398,0.3056915645670376,-0.015307482528807941,0.0,1,0,1,14.4443775845571,Cd,UNKNOWN,-1.0200482150000312,1.0
AWIBAL,-0.9272629116580177,-0.4851625206139762,-0.9113358373315327,-0.24153268140480968,-0.8929394849653115,-1.0280664338205387,0.0,1,7,6,7.37938533335303,Other,pcu,-0.9634103000000636,1.0
AWOFOI,-0.6558643344042747,-0.6518817523734932,-0.6543866816462958,0.8462644071199911,0.2753208454065896,-0.23486688865953936,0.0,1,7,0,7.26809201144628,Other,Other,-0.18337768999989143,0.6666666666666666
AXIMUP,0.5000613553038765,0.1878326729741882,0.44756164021904726,1.0455723738672158,1.3787903082362007,1.6479968136046557,0.0,1,4,1,11.7649483721251,La,UNKNOWN,-1.2206022750002603,1.0
AXIPEE,-0.1804102348562427,-0.8219071590878294,-0.1676762047783656,0.38034084141135477,0.03842923595509412,-0.7519236493056466,0.0,1,7,0,11.7928331829262,Other,Other,-0.73153168500005,1.0
AXIPEE03,-0.12297817011017202,-0.7267650544222184,-0.10997571100459122,0.5283601953967695,0.20040640481081703,-0.6355989956029942,0.0,1,7,1,11.7928331829262,Other,UNKNOWN,-0.6909445024998225,1.0
AXUBAW,2.2624086060590125,0.13260714476309987,2.2758564554661325,0.6100672892334963,1.4415564611677931,1.7080049253639982,0.0,0,8,6,7.51997818196681,Zn,pcu,-0.7185666362500172,1.0
AXUBOL,0.422548597639792,-0.5818230599390757,0.17416916198053284,-0.17794678697377653,0.356309429834451,0.29211480129236833,1.0,0,6,0,7.40672380304279,Ni,Other,-0.8118358550001593,1.0
AZAFIS,-1.1534609966424378,-0.7723992962805752,-1.137544717013515,-0.022242645489915072,-0.3827114030697848,-0.7117638472129506,0.0,1,7,0,7.60058452566947,Other,Other,-0.5503244400000256,0.6666666666666666
AZEWEH,-1.4238039778675877,-1.1239076242345571,-1.463870185824595,-1.848057197588841,-1.1743748158521297,-1.5519558960318676,1.0,1,7,1,2.77101369950401,Other,UNKNOWN,-0.7038494100000321,0.6666666666666666
AZIVAI,0.09960078068593167,0.2794598418313662,0.11557685933089773,1.1892139408584368,1.465853036496151,1.98939287494627,0.0,1,2,0,15.17,Cu,Other,-0.8327551750001589,1.0
AZIXUD,-0.3761796951509998,-0.22362311248729463,-0.36022632185450293,0.682828947491366,0.48791587952972476,0.2254199360671,0.0,1,8,9,13.2320885137698,Zn,sra,-1.1448430275001442,1.0
BACGAQ,-0.8062529315840563,-0.6453699622679101,-0.7903200823804897,-0.45054146913008286,-0.5669604326431693,-0.2885623504161998,0.0,0,0,1,15.44802613132,Cd,UNKNOWN,-0.3520592199999441,0.5
BAEDTA01,-0.7085307032326497,-0.5998559843369546,-0.7003046418081157,-1.8904610978456189,-1.8222834912750208,-1.5715873132166174,1.0,1,7,1,9.6604891978348,Other,UNKNOWN,-0.8943111787500015,1.0
BAFHAU,0.841823836201438,0.9893740592896504,0.8578353354531191,1.0244092907336189,1.6986952167262528,1.364712822490842,0.0,0,2,0,1.1471687131167,Cu,Other,-0.8467995299998847,1.0
BAKJII,-0.28434160611450565,-0.03232110835017381,-0.268789222668301,0.820179313475258,0.5405584594078356,0.5898019231055139,0.0,0,1,0,9.43507860738909,Co,Other,-0.5174861550000287,1.0
BAKYOE,0.12549281535352275,0.4675577589258122,0.1404926662349841,0.3296356121229617,0.14776382493270732,0.25611602249484905,0.0,0,7,1,7.37938533335303,Other,UNKNOWN,-0.6704187075000808,1.0
BAMKIM,-0.010992428860563435,0.25018408444915646,0.004978372019785108,0.30953425589982814,-0.036485204640677275,0.021600409111978826,0.0,1,2,1,9.35548995250768,Cu,UNKNOWN,-1.1838566499999956,1.0
BAMKOS,-0.025222767290255414,0.2841747203094768,-0.009252645514681634,0.33954346847370503,0.0343798067337015,0.037305078709078135,0.0,1,2,1,9.35548995250768,Cu,UNKNOWN,-1.1031941887500238,1.0
BAPDAA,1.8149462275195603,2.3795208130923324,1.8308443135969854,0.39301667488756636,1.2046648517162988,-0.03278323290180505,0.0,1,0,1,7.57205830804687,Cd,UNKNOWN,-0.9168246200000851,1.0
BAQWIC,0.4851116369329902,0.35984044594537895,0.49592612546703235,0.2619746581986714,0.1943322609787281,-0.6644254341706473,0.0,1,7,1,7.55592904424474,Other,UNKNOWN,-0.8534241374999567,1.0
BARZUR,-0.6301610509984872,0.014021582384449819,-0.6142197982817157,0.5489183568133198,0.36440828827723626,0.6084957463405771,0.0,1,8,0,10.8588628009195,Zn,Other,0.03833896499975255,0.5
BAXFIR01,-1.459812178318918,-1.15172197725158,-1.4545811755181395,-1.2467377132038073,-0.9476067794541175,-0.6382190368561039,0.0,0,3,6,7.05652859048711,Fe,pcu,-0.7956430949999458,1.0
BAXFIR02,-1.4944958060037217,-1.2031686684245388,-1.4923304835416107,-1.3216886152116663,-0.973928069393173,-0.6625190563670719,0.0,0,3,6,7.05652859048711,Fe,pcu,-0.8270174874999441,1.0
BAXFUD,-1.4202175171470648,-1.2461416571983641,-1.4085009399641797,-1.2588493795488984,-0.6277018709640655,-0.43977489758057786,0.0,0,3,6,7.05652859048711,Fe,pcu,-1.2846994824998603,1.0
BAXGAK,-1.5071209480947516,-1.143473872201713,-1.4912215459394644,-1.2460394194731128,-1.0022740739429241,-0.6598844121840458,0.0,0,3,6,7.05652859048711,Fe,pcu,-0.8366552825000326,1.0
BAXSIE,-0.7258865829051774,-0.1174472372960482,-0.7159202108457184,-0.4448499629799283,-1.3485002723720316,-0.9982377308380286,0.0,1,7,1,6.98634845824971,Other,UNKNOWN,-1.456996832499982,1.0
BAZFUF,3.3873603421291887,1.4539268289508476,3.4034933202904583,0.6327367084840969,2.982364279907856,5.542924041711224,0.0,1,2,0,14.6632654056115,Cu,Other,-0.6648559433335018,0.6666666666666666
BAZFUF01,3.371316577729083,1.4403517541833808,3.3874487902446817,0.6377732423210092,2.964141848411587,5.505867244072358,0.0,1,2,0,14.6632654056115,Cu,Other,-0.5999792099996739,0.6666666666666666
BAZJET,2.0619288745965343,2.528085513864752,2.077998600092193,0.8828133479442729,1.7391895089401836,2.437362919296658,0.0,1,5,0,12.2949604127971,Mn,Other,-0.48467930714303165,0.8571428571428571
BAZJIX,0.7502169950772697,1.0270726454022323,0.7641914448428804,0.8466655204207084,1.0710336874103277,1.426515635181109,0.0,1,5,0,12.2949604127971,Mn,Other,-1.590354990000094,1.0
BEFLUV,-0.4978268815863418,-0.8941298590353393,-0.4818793135758929,-1.2275760738718489,-0.8443463343085944,-0.9033271265272605,1.0,1,7,0,2.79481734975268,Other,Other,-0.8019014362500343,1.0
BEFMAC,-0.6814672531889322,-1.1641736249560757,-0.6655284489231976,-0.29837476596804285,-0.564935718032473,-0.7635730317811542,0.0,0,7,0,2.79481734975268,Other,Other,-0.5415112650000253,1.0
BEFPAF,0.12910347120180166,-1.2272273781974798,0.13988265309647122,0.1727850671049175,-0.24503080954241985,-0.6804086213524779,0.0,0,7,1,2.79481734975268,Other,UNKNOWN,-0.988827591249958,1.0
BEJZAS,-1.0399064873186845,-1.0289318649844907,-1.0459320230793556,0.5731092529530413,0.5851021808431589,-0.188899389514581,0.0,0,8,2,3.60959844355124,Zn,dia,-1.0109977475000278,1.0
BEKSAM,-1.4918095043916964,-1.2364479282969147,-1.4759093715387819,-1.8714915506145433,-2.0490515276730323,-1.8801611544208034,0.0,1,7,0,2.79481734975268,Other,Other,-0.9199278724999829,1.0
BEKYOG,-0.6384019586885332,-0.4147937064591143,-0.6224610992470017,-0.3834209381852128,-1.2027208204018809,-1.387958497416982,0.0,1,7,1,3.71323140540068,Other,UNKNOWN,-0.6138393649999898,1.0
BELJIL,0.16448402700234477,-0.03458174764900664,0.18046320202640212,-0.5234722786062607,-1.1257816651954127,-0.6798256809687051,0.0,1,2,1,10.1358135532648,Cu,UNKNOWN,-0.8661631112499322,1.0
BELVEV,0.07241511361647279,-0.19857164312277562,0.08838989489831546,0.7007467727813765,0.6620413360496278,0.8495144899002806,0.0,0,5,0,11.9885516647847,Mn,Other,-1.0466340487498655,1.0
BENXUP,-1.448118994041715,-1.202679265632371,-1.4363585486457462,-0.9655473047622776,-0.899013628797401,-0.8235233254869295,0.0,1,8,0,9.92898074651577,Zn,Other,-1.0692956924999066,1.0
BENZOL,-0.5627648834849707,-1.003167428475704,-0.5468204144666765,-0.09008054733563221,-0.8544699073620771,-0.37286704523931075,0.0,1,7,1,9.45133718093467,Other,UNKNOWN,-0.8751132300000107,1.0
BENZUR,-0.49703389250573093,-0.9881965043986806,-0.4810862866520028,-0.08378859041449413,-0.6945174531170505,-0.46474116531012727,0.0,1,7,1,9.09672664231038,Other,UNKNOWN,-1.011898389999942,1.0
BEPBAB,-0.7231817705290211,-0.7979546388746512,-0.7072449569768624,-0.10621715057795636,-0.9840516424466557,-0.22933318758260338,0.0,1,7,1,9.45133718093467,Other,UNKNOWN,-0.7767418949999865,1.0
BEPLUF,1.3203729931029557,2.0674569238661284,1.336407329830992,0.16566893536312766,0.8584386532871914,0.9428534628579628,0.0,1,8,1,8.54243587259725,Zn,UNKNOWN,-0.7016083799999251,1.0
BEPMAM,1.2644378701347103,1.9994698210762758,1.2804695375088675,0.1865345810129871,0.6053493269501243,0.8010910040823515,0.0,1,8,1,8.54243587259725,Zn,UNKNOWN,-0.7029090162499898,1.0
BEPMIU,1.1775730890241483,1.9132896617335755,1.1936006110093604,-0.09480606446658472,0.33808699833818195,0.3532678176373372,0.0,0,8,1,8.54243587259725,Zn,UNKNOWN,-0.7886507150000265,1.0
BEPNIV,1.2538410697522657,1.9890111386965208,1.2698722314225164,0.1465125518821148,0.8017466441876879,0.8849093613892385,0.0,1,8,1,8.62208948618714,Zn,UNKNOWN,-0.8727467316666756,1.0
BEPNOB,1.266070029745674,1.9989497838442338,1.2821017750102757,0.14495115382436566,0.7855489273021162,0.887614819676966,0.0,1,8,1,8.62208948618714,Zn,UNKNOWN,-0.823558764166601,1.0
BEPNUH,1.2548708154740724,1.9923752364161744,1.2709020262861785,-0.14989651389369968,0.35833414444514733,0.055749132748956105,0.0,0,8,1,8.54243587259725,Zn,UNKNOWN,-0.9240406925000192,1.0
BEPPAP,1.1275737573026638,1.8610831684771763,1.143508769431077,-0.07578794697023244,0.20243111942151334,0.2760186300939208,0.0,0,8,1,8.54243587259725,Zn,UNKNOWN,-0.9441543700000068,1.0
BEPPIX,1.0856404123070396,1.8121791891918548,1.101663547051567,0.09358673543346822,0.2206535509177824,0.3809808803853423,0.0,1,8,1,9.68289277680765,Zn,UNKNOWN,-0.3607547212501174,1.0
BEPPOD,1.167124678030298,1.89321712531347,1.1831517013930894,0.08474160506860387,0.43324858504091873,0.5425887495114152,0.0,1,8,1,9.72305717746027,Zn,UNKNOWN,-0.8332245566667117,1.0
BEPVEZ,-0.4900104915636151,-0.4878237576879841,-0.4763320170518857,-0.3871464421006329,-0.6256771563533692,-0.4730939277115544,0.0,1,2,1,12.0881535999242,Cu,UNKNOWN,-0.6176820599999644,1.0
BEPVID,-0.7385107120669945,-0.6366825722147417,-0.7225746300475006,-0.5942032951121401,-0.5872075787501347,-0.5109687622560726,0.0,1,2,1,12.0881535999242,Cu,UNKNOWN,-0.7682463199999177,1.0
BEPVOJ,-0.9700461093169239,-0.9427636306860158,-0.9541210767039199,-0.8291826879439957,-0.6762950216207826,-0.6028997600685378,0.0,1,2,1,12.0881535999242,Cu,UNKNOWN,-1.0025903324999632,1.0
BEPVOJ01,-0.8295382707471705,-0.7963945519714513,-0.8136065327740278,-0.6608518771804045,-0.5831581495287421,-0.541339935253269,0.0,1,2,1,12.0881535999242,Cu,UNKNOWN,-0.7296538137497919,1.0
BETDAH,-0.27939643076217774,-0.5490878634416559,-0.2634384387436955,1.0187607484971055,0.48184173569763583,0.10531457840120878,0.0,1,7,8,13.5022886769937,Other,sql,-0.8312114474999248,1.0
BETDEL,-0.2837760779471412,-0.5985396444712808,-0.2678182949355867,0.958915502944667,0.4777923064762421,0.10088972140436103,0.0,1,7,1,13.5022886769937,Other,UNKNOWN,-0.7522444699999937,1.0
BETDIP,-0.32283465055541477,-0.8618886507978397,-0.3088338395377474,0.8573239176398721,0.43527329965161504,0.05522447191958876,0.0,1,7,1,12.6588890267187,Other,UNKNOWN,-0.8284509499999899,1.0
BETDUB,-0.3584635414015973,-0.9333062622333733,-0.3425093226491289,0.7314950562871563,0.404902580491167,0.06616104587040433,0.0,1,7,1,13.2614642217125,Other,UNKNOWN,-0.8409384974999057,1.0
BETFAJ,-0.28409653232451565,-0.5686928243008671,-0.26939737243943573,0.9979486250425528,0.5000641671939049,0.21639282031739582,0.0,1,7,1,13.2614642217125,Other,UNKNOWN,-0.8355673149999348,1.0
BETFEN,-0.2777167132230714,-0.5677886923432426,-0.26175864104457003,1.00267230588203,0.5932010392859454,0.3208802834366722,0.0,1,7,1,12.6588890267187,Other,UNKNOWN,-0.8314914899999621,1.0
BETFUD,-0.3060963672426334,-0.6057661753580261,-0.3041434732456321,1.0119833759579109,0.5628303201254973,0.34446609764943914,0.0,1,7,1,13.2614642217125,Other,UNKNOWN,-0.7537357149998911,1.0
BETGAK,-0.32352116141954274,-0.6371305864956702,-0.4135658534082001,1.0137188476377355,0.5891516100645515,0.3576580925114306,0.0,1,4,1,13.2614642217125,La,UNKNOWN,-0.7908726224999896,1.0
BETGIS,2.2079580301789594,-0.7393537824455539,2.2240347245248175,-0.2394866708448361,0.5284101717436555,-0.2107956386266216,1.0,1,6,0,9.39452105139906,Ni,Other,-0.38017662750024783,1.0
BETGOY,2.4608667713541816,0.08228812220523443,2.4769555350921038,0.009683431605270004,-0.9941752155001383,-0.6233955942689183,1.0,1,1,0,9.39452105139906,Co,Other,-0.5794979074999844,1.0
BETHEP,2.6195548748506017,0.0590427675195854,2.6356512115530966,-0.005651840423178734,1.188467134830726,-0.2767297098403753,1.0,1,0,1,9.39452105139906,Cd,UNKNOWN,-0.6682430525002587,1.0
BEWVOQ,1.2280435014048765,1.3455891156135855,1.1717891649821026,1.067309013282453,2.030748412880485,2.0726050346240124,0.0,0,7,1,3.71323140540068,Other,UNKNOWN,-0.557223028750002,1.0
BEWWEH,0.8395240825084679,1.1971981715955584,0.8555354720105657,1.0408855319901722,1.9963282644986433,2.0746357887574858,0.0,0,7,1,3.71323140540068,Other,UNKNOWN,-0.3865805799999862,1.0
BEXQIF,0.4943950436529211,0.00504231761065922,0.49839305737923917,1.1008855427596524,1.4881248972138128,1.9921142920850285,0.0,0,3,1,4.50916519416629,Fe,UNKNOWN,-0.9895404500002769,1.0
BEXQOL,0.4942189893062131,0.019849627759785257,0.4941048594752439,1.1039166465311308,1.4901496118245103,1.920151688557949,0.0,0,1,1,4.50916519416629,Co,UNKNOWN,-0.49591559750007264,1.0
BEXQUR,0.5047436930349475,0.04779002365884297,0.5194168351595657,1.1082545173269462,1.5164709017635645,1.9019873749391576,0.0,0,6,1,4.50916519416629,Ni,UNKNOWN,-0.5184688950000123,1.0
BEXRAY,0.5179151633572497,0.1930940504538859,0.5339112049353554,1.177320544665805,1.7108435043904318,2.323626967373664,0.0,0,5,1,4.50916519416629,Mn,UNKNOWN,-0.6700128625001298,1.0
BEXREC,0.5248678482265501,0.14606814210714084,0.540864221602913,1.1932791656221498,1.7067940751690391,2.184713692258724,0.0,0,1,1,4.50916519416629,Co,UNKNOWN,-0.548239510000144,1.0
BEXRIG,0.5373919792995013,0.17276008133008972,0.5533889503564642,1.1935644632921683,1.7128682190011282,2.152540533658037,0.0,0,6,1,4.50916519416629,Ni,UNKNOWN,-0.3293795875000569,1.0
BEXRUT,-0.144984780445014,-0.32286316899483697,-0.14480794262364138,0.24478369743671943,0.14978853954340363,0.16917764968521137,0.0,1,6,0,12.4158910414414,Ni,Other,-0.4584242199999551,1.0
BEXSAA,-0.27275300382829737,-0.3190290364860538,-0.28799143437561237,0.2820659278148622,0.18420868792524542,0.36053581470175405,0.0,1,5,0,12.4158910414414,Mn,Other,-1.0615336449999688,1.0
BEXSEE,-0.14599362519468984,-0.6032795251249565,-0.1300292668847329,0.1941549238692855,-0.0749547822439117,0.12623347920859201,0.0,1,1,0,12.4158910414414,Co,Other,-1.1614628600000003,1.0
BEXSII,-0.24752535703969225,-0.2751049167123773,-0.2344297903563668,0.8879859232238481,0.9900451029824663,0.8149572800420855,0.0,1,2,1,12.4158910414414,Cu,UNKNOWN,-0.9351546399998654,1.0
BEYKEX,-0.7673829171081578,-0.9017643819174388,-0.752399509883732,0.5122113267575253,-0.17214108355734475,-1.012913600602899,0.0,1,7,8,7.46906406459078,Other,sql,-0.26961462500014477,0.5
BEYSEF,-0.566712072975922,-0.3026350807798798,-0.5507677923266707,0.2301734522204549,-0.17011636894664844,-0.16310057118726548,0.0,0,1,3,6.76255756739032,Co,lvt,-0.7888190124999616,1.0
BIBBUL,-1.6138118534165806,-1.2862905736524155,-1.5979175427988972,-3.150616390375555,-1.4517607175175549,-0.8407074462067455,0.0,0,8,2,9.16434017390942,Zn,dia,-0.9865796037500729,1.0
BIBXOB,3.2979649996812563,1.2328217080821933,3.314093711689321,0.772637473041372,2.5895696454327277,4.5007044028574485,0.0,0,6,0,15.0302639922168,Ni,Other,-0.6694919524999818,1.0
BIBXUH,2.3703459968728176,-0.08352351899380686,2.3864304407493067,0.8275501743686635,1.4030868835645587,1.6992393103618162,0.0,0,6,0,10.2546531992277,Ni,Other,-0.705694338750078,1.0
BICDAU,1.589662883387782,0.6958847218151833,1.5152073335654572,1.0496976678819483,2.1481818603008835,2.4488722365120634,0.0,1,8,0,10.5507819575844,Zn,Other,-0.28203962375006597,1.0
BICPOT,0.2050558707581458,0.6278686734546453,0.2209145886994018,0.02151568208587393,-0.546713286536204,-0.8366237422851363,1.0,0,7,1,2.79481734975268,Other,UNKNOWN,-1.030528621249914,1.0
BIFKEI,-0.41165732341444805,-0.5535413236070003,-0.3957056431927062,0.7941796980344108,0.3907295782162917,0.37447487298317145,0.0,1,2,2,7.93288578630779,Cu,dia,-0.6941456766666079,0.6666666666666666
BIMDEF,-1.086341444824241,-1.1918525689141983,-1.0704219620945385,0.09192305144609153,-0.27742624331356536,-0.5188546626060518,0.0,1,2,0,7.12767601929241,Cu,Other,-0.9023553662499069,1.0
BIMDIL,-0.7835414618015167,-1.1344077756577502,-0.7676075287539047,0.30451280701358724,-0.31589582091679863,-0.5401614441943561,0.0,1,2,0,7.12767601929241,Cu,Other,-0.8767930212500303,1.0
BIQHEQ,-1.0477078698025386,-1.1181579367313468,-1.0317865433889777,-0.14159168839996322,-0.2855251017563506,-0.12250661198238375,0.0,1,7,1,7.93288578630779,Other,UNKNOWN,-0.757551618749801,1.0
BIQVII,-0.7758012456863248,-0.379812316579059,-0.7598669432576367,-0.5311125985635567,-1.455810146738948,-1.1436131618241725,0.0,1,7,1,11.3930469486466,Other,UNKNOWN,-0.7061431724998783,1.0
BIRMUM,-0.6018653935329233,-0.3401880389679198,-0.5859227904817108,-1.3974176304614565,-1.4821314366780027,-0.7795166327314088,0.0,1,5,1,14.2528796721965,Mn,UNKNOWN,-0.8192146987499314,1.0
BIRSEC,-0.1475504590689987,-0.2357662362782848,-0.13158617505476722,0.0401199898984429,-0.5750592910859558,-0.5510613034478647,0.0,1,1,1,7.23408851877113,Co,UNKNOWN,-0.8083575775000327,1.0
BIRSIG,-0.19907387556669284,-0.30347803577253585,-0.18311205036946904,-0.0012786771927925404,-0.7167893138347127,-0.6523722689008324,0.0,1,6,1,7.23408851877113,Ni,UNKNOWN,-0.8418099833334433,1.0
BIWYAH10,0.17920772047933234,0.1349867597265428,0.14038404179152242,1.3399799054660375,1.8950925339638165,1.9921142920850285,0.0,1,7,1,4.50916519416629,Other,UNKNOWN,-0.6068345649999287,1.0
BIXXIR,-0.08847399431656772,-0.8239867077415322,-0.0725068910363372,0.041939599390622445,-1.0164470762178,-1.8066050031592358,0.0,1,7,1,5.78039425391237,Other,UNKNOWN,-1.0091122174999896,1.0
