name,natoms
CISLUN_0.12_0_w_CO2_H2O_5,136
CISLUN_0.12_0_w_CO2_H2O_6,136
COJGEO_0.06_2_w_CO2_H2O_1,352
COJGEO_0.06_2_w_CO2_H2O_2,352
COJGEO_0.06_2_w_CO2_H2O_3,352
COJGEO_0.06_2_w_CO2_H2O_4,352
COJGEO_0.06_2_w_CO2_H2O_5,352
COJGEO_0.06_2_w_CO2_H2O_6,352
CUNFOH_0.12_0_w_CO2_H2O_1,119
CUNFOH_0.12_0_w_CO2_H2O_2,119
CUNFOH_0.12_0_w_CO2_H2O_3,119
CUNFOH_0.12_0_w_CO2_H2O_4,119
DEYNIG_0.06_0_w_CO2_H2O_1,218
DEYNIG_0.06_0_w_CO2_H2O_2,218
DEYNIG_0.06_0_w_CO2_H2O_3,218
DEYNIG_0.06_0_w_CO2_H2O_4,218
DEYNIG_0.06_0_w_CO2_H2O_5,218
ACODON_0.16_1_w_CO2_H2O_random_1,158
ACODON_0.16_1_w_CO2_H2O_random_2,158
AMUWUB_0.08_1_w_CO2_H2O_random_1,290
AMUWUB_0.08_1_w_CO2_H2O_random_2,290
CAVVUS_0.12_0_w_CO2_H2O_random_1,140
CAVVUS_0.12_0_w_CO2_H2O_random_2,140
CISLUN_0.12_0_w_CO2_H2O_random_1,136
CISLUN_0.12_0_w_CO2_H2O_random_2,136
COJGEO_0.06_2_w_CO2_H2O_random_1,352
COJGEO_0.06_2_w_CO2_H2O_random_2,352
CUNFOH_0.12_0_w_CO2_H2O_random_1,119
CUNFOH_0.12_0_w_CO2_H2O_random_2,119
DEYNIG_0.06_0_w_CO2_H2O_random_1,218
DEYNIG_0.06_0_w_CO2_H2O_random_2,218
ACODON_0.16_1_w_H2O_1,155
ACODON_0.16_1_w_H2O_2,155
AMUWUB_0.08_1_w_H2O_1,287
AMUWUB_0.08_1_w_H2O_2,287
CAVVUS_0.12_0_w_H2O_1,137
CAVVUS_0.12_0_w_H2O_2,137
CAVVUS_0.12_0_w_H2O_3,137
CISLUN_0.12_0_w_H2O_1,133
CISLUN_0.12_0_w_H2O_2,133
COJGEO_0.06_2_w_H2O_1,349
COJGEO_0.06_2_w_H2O_2,349
COJGEO_0.06_2_w_H2O_3,349
CUNFOH_0.12_0_w_H2O_1,116
CUNFOH_0.12_0_w_H2O_2,116
DEYNIG_0.06_0_w_H2O_1,215
DEYNIG_0.06_0_w_H2O_2,215
ACODON_0.16_1_w_H2O_random_1,155
ACODON_0.16_1_w_H2O_random_2,155
AMUWUB_0.08_1_w_H2O_random_1,287
AMUWUB_0.08_1_w_H2O_random_2,287
CAVVUS_0.12_0_w_H2O_random_1,137
CAVVUS_0.12_0_w_H2O_random_2,137
CISLUN_0.12_0_w_H2O_random_1,133
CISLUN_0.12_0_w_H2O_random_2,133
COJGEO_0.06_2_w_H2O_random_1,349
COJGEO_0.06_2_w_H2O_random_2,349
CUNFOH_0.12_0_w_H2O_random_1,116
CUNFOH_0.12_0_w_H2O_random_2,116
DEYNIG_0.06_0_w_H2O_random_1,215
DEYNIG_0.06_0_w_H2O_random_2,215
ABEXIQ_w_CO2_1,147
ABEXIQ_w_CO2_2,147
ABEXIQ_w_CO2_3,147
ABEXIQ_w_CO2_4,147
ABEXIQ_w_CO2_5,147
ABEXIQ_w_CO2_6,147
ABEXIQ_w_CO2_random_1,147
ABEXIQ_w_CO2_random_2,147
ABEXIQ_w_CO2_2H2O_1,153
ABEXIQ_w_CO2_2H2O_2,153
ABEXIQ_w_CO2_2H2O_3,153
ABEXIQ_w_CO2_2H2O_4,153
ABEXIQ_w_CO2_H2O_1,150
ABEXIQ_w_CO2_H2O_2,150
ABEXIQ_w_CO2_H2O_3,150
ABEXIQ_w_CO2_H2O_4,150
ABEXIQ_w_CO2_H2O_5,150
ABEXIQ_w_H2O_1,147
ABEXIQ_w_H2O_2,147
ABEXIQ_w_H2O_3,147
ABEXIQ_w_H2O_random_1,147
ABEXIQ_w_H2O_random_2,147
ACAJOF_0.08_1_w_CO2_2H2O_1,248
ACAJOF_0.08_1_w_CO2_2H2O_2,248
ACAJOF_0.08_1_w_CO2_2H2O_3,248
ACAJOF_0.08_1_w_CO2_2H2O_4,248
DITYOW_0.03_0_w_CO2_2H2O_1,402
DITYOW_0.03_0_w_CO2_2H2O_2,402
DITYOW_0.03_0_w_CO2_2H2O_3,402
ACAJOF_0.08_1_w_CO2_1,242
ACAJOF_0.08_1_w_CO2_2,242
ACAJOF_0.08_1_w_CO2_3,242
ACAJOF_0.08_1_w_CO2_4,242
DITYOW_0.03_0_w_CO2_1,396
DITYOW_0.03_0_w_CO2_2,396
DITYOW_0.03_0_w_CO2_3,396
DITYOW_0.03_0_w_CO2_4,396
DITYOW_0.03_0_w_CO2_5,396
ACAJOF_0.08_1_w_CO2_random_1,242
ACAJOF_0.08_1_w_CO2_random_2,242
DITYOW_0.03_0_w_CO2_random_1,396
DITYOW_0.03_0_w_CO2_random_2,396
ACAJOF_0.08_1_w_CO2_H2O_1,245
ACAJOF_0.08_1_w_CO2_H2O_2,245
ACAJOF_0.08_1_w_CO2_H2O_3,245
ACAJOF_0.08_1_w_CO2_H2O_4,245
ACAJOF_0.08_1_w_CO2_H2O_5,245
DITYOW_0.03_0_w_CO2_H2O_1,399
DITYOW_0.03_0_w_CO2_H2O_2,399
DITYOW_0.03_0_w_CO2_H2O_3,399
DITYOW_0.03_0_w_CO2_H2O_4,399
ACAJOF_0.08_1_w_CO2_H2O_random_1,245
ACAJOF_0.08_1_w_CO2_H2O_random_2,245
ACAJOF_0.08_1_w_H2O_1,242
ACAJOF_0.08_1_w_H2O_2,242
ACAJOF_0.08_1_w_H2O_3,242
DITYOW_0.03_0_w_H2O_1,396
DITYOW_0.03_0_w_H2O_2,396
DITYOW_0.03_0_w_H2O_3,396
ACAJOF_0.08_1_w_H2O_random_1,242
ACAJOF_0.08_1_w_H2O_random_2,242
DITYOW_0.03_0_w_H2O_random_1,396
DITYOW_0.03_0_w_H2O_random_2,396
AMIWID_w_CO2_1,131
AMIWID_w_CO2_2,131
AMIWID_w_CO2_3,131
AMIWID_w_CO2_4,131
AMIWID_w_CO2_5,131
ATIBOU01_w_CO2_1,111
ATIBOU01_w_CO2_2,111
ATIBOU01_w_CO2_3,111
ATIBOU01_w_CO2_4,111
AWAKEQ_w_CO2_1,303
AWAKEQ_w_CO2_2,303
AWAKEQ_w_CO2_3,303
AWAKEQ_w_CO2_4,303
BOHJOZ_auto_w_CO2_1,315
BOHJOZ_auto_w_CO2_2,315
BOHJOZ_auto_w_CO2_3,315
BOHJOZ_auto_w_CO2_4,315
AMIWID_w_CO2_random_1,131
AMIWID_w_CO2_random_2,131
ATIBOU01_w_CO2_random_1,111
ATIBOU01_w_CO2_random_2,111
AWAKEQ_w_CO2_random_1,303
AWAKEQ_w_CO2_random_2,303
BOHJOZ_auto_w_CO2_random_1,315
BOHJOZ_auto_w_CO2_random_2,315
AMIWID_w_CO2_2H2O_2,137
AMIWID_w_CO2_2H2O_4,137
ATIBOU01_w_CO2_2H2O_1,117
ATIBOU01_w_CO2_2H2O_2,117
ATIBOU01_w_CO2_2H2O_3,117
ATIBOU01_w_CO2_2H2O_4,117
ATIBOU01_w_CO2_2H2O_5,117
AWAKEQ_w_CO2_2H2O_1,309
AWAKEQ_w_CO2_2H2O_2,309
AWAKEQ_w_CO2_2H2O_3,309
AWAKEQ_w_CO2_2H2O_4,309
AWAKEQ_w_CO2_2H2O_5,309
BOHJOZ_auto_w_CO2_2H2O_1,321
BOHJOZ_auto_w_CO2_2H2O_2,321
BOHJOZ_auto_w_CO2_2H2O_3,321
AWAKEQ_w_CO2_2H2O_random_1,309
AWAKEQ_w_CO2_2H2O_random_2,309
AMIWID_w_CO2_H2O_1,134
AMIWID_w_CO2_H2O_2,134
AMIWID_w_CO2_H2O_3,134
ATIBOU01_w_CO2_H2O_1,114
ATIBOU01_w_CO2_H2O_2,114
ATIBOU01_w_CO2_H2O_3,114
ATIBOU01_w_CO2_H2O_4,114
ATIBOU01_w_CO2_H2O_5,114
AWAKEQ_w_CO2_H2O_1,306
AWAKEQ_w_CO2_H2O_2,306
AWAKEQ_w_CO2_H2O_3,306
AWAKEQ_w_CO2_H2O_4,306
AWAKEQ_w_CO2_H2O_5,306
BOHJOZ_auto_w_CO2_H2O_1,318
BOHJOZ_auto_w_CO2_H2O_2,318
BOHJOZ_auto_w_CO2_H2O_3,318
BOHJOZ_auto_w_CO2_H2O_4,318
BOHJOZ_auto_w_CO2_H2O_5,318
ATIBOU01_w_CO2_H2O_random_1,114
ATIBOU01_w_CO2_H2O_random_2,114
AWAKEQ_w_CO2_H2O_random_1,306
AWAKEQ_w_CO2_H2O_random_2,306
AMIWID_w_H2O_1,131
AMIWID_w_H2O_2,131
AMIWID_w_H2O_3,131
ATIBOU01_w_H2O_1,111
ATIBOU01_w_H2O_2,111
AWAKEQ_w_H2O_1,303
AWAKEQ_w_H2O_2,303
AWAKEQ_w_H2O_3,303
BOHJOZ_auto_w_H2O_1,315
BOHJOZ_auto_w_H2O_2,315
AMIWID_w_H2O_random_1,131
AMIWID_w_H2O_random_2,131
ATIBOU01_w_H2O_random_1,111
ATIBOU01_w_H2O_random_2,111
AWAKEQ_w_H2O_random_1,303
AWAKEQ_w_H2O_random_2,303
BOHJOZ_auto_w_H2O_random_1,315
BOHJOZ_auto_w_H2O_random_2,315
BEPPAP_0.08_0_w_CO2_2H2O_1,307
BEPPAP_0.08_0_w_CO2_2H2O_2,307
BEPPAP_0.08_0_w_CO2_2H2O_3,307
BEPPAP_0.08_0_w_CO2_2H2O_4,307
BEPPAP_0.08_0_w_CO2_2H2O_5,307
DOYLEI_0.1_0_w_CO2_2H2O_1,66
DOYLEI_0.1_0_w_CO2_2H2O_2,66
DOYLEI_0.1_0_w_CO2_2H2O_3,66
DOYLEI_0.1_0_w_CO2_2H2O_4,123
DOYLEI_0.1_0_w_CO2_2H2O_5,66
BEPPAP_0.08_0_w_CO2_2H2O_random_1,307
BEPPAP_0.08_0_w_CO2_2H2O_random_2,307
BEPPAP_0.08_0_w_CO2_1,301
BEPPAP_0.08_0_w_CO2_2,301
BEPPAP_0.08_0_w_CO2_3,301
DOYLEI_0.1_0_w_CO2_1,60
DOYLEI_0.1_0_w_CO2_2,60
DOYLEI_0.1_0_w_CO2_3,60
DOYLEI_0.1_0_w_CO2_4,60
BEPPAP_0.08_0_w_CO2_random_1,301
BEPPAP_0.08_0_w_CO2_random_2,301
DOYLEI_0.1_0_w_CO2_random_1,60
DOYLEI_0.1_0_w_CO2_random_2,60
BEPPAP_0.08_0_w_CO2_H2O_1,304
BEPPAP_0.08_0_w_CO2_H2O_2,304
BEPPAP_0.08_0_w_CO2_H2O_3,304
BEPPAP_0.08_0_w_CO2_H2O_4,304
BEPPAP_0.08_0_w_CO2_H2O_5,304
DOYLEI_0.1_0_w_CO2_H2O_1,63
DOYLEI_0.1_0_w_CO2_H2O_2,63
DOYLEI_0.1_0_w_CO2_H2O_3,63
DOYLEI_0.1_0_w_CO2_H2O_4,63
DOYLEI_0.1_0_w_CO2_H2O_5,63
DOYLEI_0.1_0_w_CO2_H2O_6,63
BEPPAP_0.08_0_w_CO2_H2O_random_1,304
BEPPAP_0.08_0_w_CO2_H2O_random_2,304
DOYLEI_0.1_0_w_CO2_H2O_random_1,63
DOYLEI_0.1_0_w_CO2_H2O_random_2,63
BEPPAP_0.08_0_w_H2O_1,301
BEPPAP_0.08_0_w_H2O_2,301
DOYLEI_0.1_0_w_H2O_1,60
DOYLEI_0.1_0_w_H2O_2,60
BEPPAP_0.08_0_w_H2O_random_1,301
BEPPAP_0.08_0_w_H2O_random_2,301
DOYLEI_0.1_0_w_H2O_random_1,60
DOYLEI_0.1_0_w_H2O_random_2,60
BEPPOD_w_CO2_1,183
BEPPOD_w_CO2_2,183
BEPPOD_w_CO2_3,183
BETGOY_w_CO2_1,246
BETGOY_w_CO2_2,246
BETGOY_w_CO2_3,246
BETGOY_w_CO2_4,246
BETGOY_w_CO2_5,246
CAYSOK_w_CO2_1,222
CAYSOK_w_CO2_2,222
CAYSOK_w_CO2_3,222
DAFYOB_w_CO2_1,131
DAFYOB_w_CO2_2,131
DAFYOB_w_CO2_3,131
DAFYOB_w_CO2_4,131
BEPPOD_w_CO2_random_1,183
BEPPOD_w_CO2_random_2,183
BETGOY_w_CO2_random_1,246
BETGOY_w_CO2_random_2,246
CAYSOK_w_CO2_random_1,222
CAYSOK_w_CO2_random_2,222
DAFYOB_w_CO2_random_1,131
DAFYOB_w_CO2_random_2,131
BEPPOD_w_CO2_2H2O_1,189
BEPPOD_w_CO2_2H2O_2,189
BEPPOD_w_CO2_2H2O_3,189
BEPPOD_w_CO2_2H2O_4,189
BEPPOD_w_CO2_2H2O_5,189
BEPPOD_w_CO2_2H2O_6,189
BETGOY_w_CO2_2H2O_1,252
BETGOY_w_CO2_2H2O_2,252
BETGOY_w_CO2_2H2O_3,252
BETGOY_w_CO2_2H2O_4,252
BETGOY_w_CO2_2H2O_5,252
BETGOY_w_CO2_2H2O_6,252
BETGOY_w_CO2_2H2O_7,252
BETGOY_w_CO2_2H2O_8,252
BETGOY_w_CO2_2H2O_9,252
CAYSOK_w_CO2_2H2O_1,228
CAYSOK_w_CO2_2H2O_2,228
CAYSOK_w_CO2_2H2O_4,228
CAYSOK_w_CO2_2H2O_5,228
CAYSOK_w_CO2_2H2O_6,228
DAFYOB_w_CO2_2H2O_1,137
DAFYOB_w_CO2_2H2O_2,137
DAFYOB_w_CO2_2H2O_3,137
DAFYOB_w_CO2_2H2O_4,137
DAFYOB_w_CO2_2H2O_5,137
DAFYOB_w_CO2_2H2O_6,137
DAFYOB_w_CO2_2H2O_7,137
BEPPOD_w_CO2_2H2O_random_1,189
BEPPOD_w_CO2_2H2O_random_2,189
BETGOY_w_CO2_2H2O_random_1,252
BETGOY_w_CO2_2H2O_random_2,252
CAYSOK_w_CO2_2H2O_random_1,228
CAYSOK_w_CO2_2H2O_random_2,228
DAFYOB_w_CO2_2H2O_random_1,137
DAFYOB_w_CO2_2H2O_random_2,137
BEPPOD_w_CO2_H2O_1,186
BEPPOD_w_CO2_H2O_2,186
BEPPOD_w_CO2_H2O_3,186
BEPPOD_w_CO2_H2O_4,186
BEPPOD_w_CO2_H2O_5,186
BETGOY_w_CO2_H2O_1,249
BETGOY_w_CO2_H2O_2,249
BETGOY_w_CO2_H2O_3,249
BETGOY_w_CO2_H2O_4,249
BETGOY_w_CO2_H2O_5,249
BETGOY_w_CO2_H2O_6,249
BETGOY_w_CO2_H2O_7,249
BETGOY_w_CO2_H2O_8,249
CAYSOK_w_CO2_H2O_1,225
CAYSOK_w_CO2_H2O_2,225
CAYSOK_w_CO2_H2O_3,225
CAYSOK_w_CO2_H2O_4,225
CAYSOK_w_CO2_H2O_5,225
CAYSOK_w_CO2_H2O_6,225
DAFYOB_w_CO2_H2O_1,134
DAFYOB_w_CO2_H2O_2,134
DAFYOB_w_CO2_H2O_3,134
DAFYOB_w_CO2_H2O_4,134
DAFYOB_w_CO2_H2O_5,134
DAFYOB_w_CO2_H2O_6,134
BEPPOD_w_CO2_H2O_random_1,186
BEPPOD_w_CO2_H2O_random_2,186
BETGOY_w_CO2_H2O_random_1,249
BETGOY_w_CO2_H2O_random_2,249
CAYSOK_w_CO2_H2O_random_1,225
CAYSOK_w_CO2_H2O_random_2,225
DAFYOB_w_CO2_H2O_random_1,134
DAFYOB_w_CO2_H2O_random_2,134
BEPPOD_w_H2O_1,183
BEPPOD_w_H2O_2,183
BETGOY_w_H2O_1,246
BETGOY_w_H2O_2,246
BETGOY_w_H2O_3,246
CAYSOK_w_H2O_1,222
CAYSOK_w_H2O_2,222
CAYSOK_w_H2O_3,222
DAFYOB_w_H2O_1,131
DAFYOB_w_H2O_2,131
BEPPOD_w_H2O_random_1,183
BEPPOD_w_H2O_random_2,183
BETGOY_w_H2O_random_1,246
BETGOY_w_H2O_random_2,246
CAYSOK_w_H2O_random_1,222
CAYSOK_w_H2O_random_2,222
DAFYOB_w_H2O_random_1,131
DAFYOB_w_H2O_random_2,131
DAXHIV01_0.12_1_w_CO2_2H2O_1,136
DAXHIV01_0.12_1_w_CO2_2H2O_2,136
DAXHIV01_0.12_1_w_CO2_2H2O_3,136
DAXHIV01_0.12_1_w_CO2_2H2O_4,136
DAXHIV01_0.12_1_w_CO2_2H2O_5,136
DAXHIV01_0.12_1_w_CO2_1,130
DAXHIV01_0.12_1_w_CO2_2,130
DAXHIV01_0.12_1_w_CO2_3,130
DAXHIV01_0.12_1_w_CO2_random_1,130
DAXHIV01_0.12_1_w_CO2_random_2,130
DAXHIV01_0.12_1_w_CO2_H2O_1,133
DAXHIV01_0.12_1_w_CO2_H2O_2,133
DAXHIV01_0.12_1_w_CO2_H2O_3,133
DAXHIV01_0.12_1_w_CO2_H2O_4,133
DAXHIV01_0.12_1_w_CO2_H2O_5,133
DAXHIV01_0.12_1_w_CO2_H2O_6,133
DAXHIV01_0.12_1_w_CO2_H2O_random_1,133
DAXHIV01_0.12_1_w_CO2_H2O_random_2,133
DAXHIV01_0.12_1_w_H2O_1,130
DAXHIV01_0.12_1_w_H2O_2,130
DAXHIV01_0.12_1_w_H2O_random_1,130
DAXHIV01_0.12_1_w_H2O_random_2,130
ATAFIK_w_CO2_1,179
ATAFIK_w_CO2_2,179
ATAFIK_w_CO2_3,179
BUSQEM_w_CO2_1,125
BUSQEM_w_CO2_2,125
BUSQEM_w_CO2_3,125
BUSQEM_w_CO2_4,125
BUSQEM_w_CO2_5,125
BUSQEM_w_CO2_6,125
DEGJIK_w_CO2_1,67
DEGJIK_w_CO2_2,67
DEGJIK_w_CO2_3,67
DEGJIK_w_CO2_4,67
DICVIW_w_CO2_1,247
DICVIW_w_CO2_2,247
DICVIW_w_CO2_3,247
DICVIW_w_CO2_4,247
DICVIW_w_CO2_5,247
ATAFIK_w_CO2_random_1,179
ATAFIK_w_CO2_random_2,179
BUSQEM_w_CO2_random_1,125
BUSQEM_w_CO2_random_2,125
DEGJIK_w_CO2_random_1,67
DEGJIK_w_CO2_random_2,67
DICVIW_w_CO2_random_1,247
DICVIW_w_CO2_random_2,247
ATAFIK_w_CO2_2H2O_1,185
ATAFIK_w_CO2_2H2O_2,185
BUSQEM_w_CO2_2H2O_1,131
BUSQEM_w_CO2_2H2O_2,131
BUSQEM_w_CO2_2H2O_3,131
BUSQEM_w_CO2_2H2O_4,131
DEGJIK_w_CO2_2H2O_1,201
DICVIW_w_CO2_2H2O_2,253
DICVIW_w_CO2_2H2O_4,253
ATAFIK_w_CO2_H2O_1,182
ATAFIK_w_CO2_H2O_2,182
ATAFIK_w_CO2_H2O_3,182
BUSQEM_w_CO2_H2O_1,128
BUSQEM_w_CO2_H2O_2,128
BUSQEM_w_CO2_H2O_3,128
BUSQEM_w_CO2_H2O_4,128
BUSQEM_w_CO2_H2O_5,128
DEGJIK_w_CO2_H2O_1,134
DEGJIK_w_CO2_H2O_2,134
DEGJIK_w_CO2_H2O_3,134
DEGJIK_w_CO2_H2O_4,134
DEGJIK_w_CO2_H2O_5,134
ATAFIK_w_CO2_H2O_random_1,182
ATAFIK_w_CO2_H2O_random_2,182
DEGJIK_w_CO2_H2O_random_1,134
DEGJIK_w_CO2_H2O_random_2,134
ATAFIK_w_H2O_1,179
ATAFIK_w_H2O_2,179
BUSQEM_w_H2O_1,125
BUSQEM_w_H2O_2,125
BUSQEM_w_H2O_3,125
DEGJIK_w_H2O_1,67
DEGJIK_w_H2O_2,67
DICVIW_w_H2O_1,247
DICVIW_w_H2O_2,247
DICVIW_w_H2O_3,247
ATAFIK_w_H2O_random_1,179
ATAFIK_w_H2O_random_2,179
BUSQEM_w_H2O_random_1,125
BUSQEM_w_H2O_random_2,125
DEGJIK_w_H2O_random_1,67
DEGJIK_w_H2O_random_2,67
DICVIW_w_H2O_random_1,247
DICVIW_w_H2O_random_2,247
ALULAV_w_CO2_1,175
ALULAV_w_CO2_2,175
CURBOH_w_CO2_1,327
CURBOH_w_CO2_2,327
CURBOH_w_CO2_3,327
ALULAV_w_CO2_random_1,175
ALULAV_w_CO2_random_2,175
CURBOH_w_CO2_random_1,327
CURBOH_w_CO2_random_2,327
ALULAV_w_CO2_2H2O_1,181
ALULAV_w_CO2_2H2O_3,181
CURBOH_w_CO2_2H2O_1,333
CURBOH_w_CO2_2H2O_2,333
CURBOH_w_CO2_2H2O_3,333
CURBOH_w_CO2_2H2O_4,333
CURBOH_w_CO2_2H2O_5,333
CURBOH_w_CO2_2H2O_random_1,333
CURBOH_w_CO2_2H2O_random_2,333
ALULAV_w_CO2_H2O_1,178
ALULAV_w_CO2_H2O_2,178
ALULAV_w_CO2_H2O_3,178
ALULAV_w_CO2_H2O_4,178
ALULAV_w_CO2_H2O_5,178
CURBOH_w_CO2_H2O_1,330
CURBOH_w_CO2_H2O_2,330
CURBOH_w_CO2_H2O_3,330
CURBOH_w_CO2_H2O_4,330
CURBOH_w_CO2_H2O_5,330
CURBOH_w_CO2_H2O_6,330
ALULAV_w_CO2_H2O_random_1,178
ALULAV_w_CO2_H2O_random_2,178
CURBOH_w_CO2_H2O_random_1,330
CURBOH_w_CO2_H2O_random_2,330
ALULAV_w_H2O_1,175
ALULAV_w_H2O_2,175
CURBOH_w_H2O_1,327
CURBOH_w_H2O_2,327
ALULAV_w_H2O_random_1,175
ALULAV_w_H2O_random_2,175
CURBOH_w_H2O_random_1,327
CURBOH_w_H2O_random_2,327
BIYSUZ_0.08_0_w_CO2_2H2O_1,192
BIYSUZ_0.08_0_w_CO2_2H2O_2,192
BIYSUZ_0.08_0_w_CO2_2H2O_3,192
BIYSUZ_0.08_0_w_CO2_2H2O_4,192
BIYSUZ_0.08_0_w_CO2_2H2O_5,192
BIYSUZ_0.08_0_w_CO2_2H2O_6,192
BIYSUZ_0.08_0_w_CO2_2H2O_7,192
CIXCOC_0.05_0_w_CO2_2H2O_1,115
CIXCOC_0.05_0_w_CO2_2H2O_2,115
CIXCOC_0.05_0_w_CO2_2H2O_3,115
CIXCOC_0.05_0_w_CO2_2H2O_4,115
CIXCOC_0.05_0_w_CO2_2H2O_5,115
CIXCOC_0.05_0_w_CO2_2H2O_6,115
DITYEM_0.12_0_w_CO2_2H2O_1,360
DITYEM_0.12_0_w_CO2_2H2O_2,243
DITYEM_0.12_0_w_CO2_2H2O_3,243
DITYEM_0.12_0_w_CO2_2H2O_4,243
DITYEM_0.12_0_w_CO2_2H2O_5,243
BIYSUZ_0.08_0_w_CO2_2H2O_random_1,192
BIYSUZ_0.08_0_w_CO2_2H2O_random_2,192
BIYSUZ_0.08_0_w_CO2_1,186
BIYSUZ_0.08_0_w_CO2_2,186
BIYSUZ_0.08_0_w_CO2_3,186
BIYSUZ_0.08_0_w_CO2_4,186
BIYSUZ_0.08_0_w_CO2_5,186
CIXCOC_0.05_0_w_CO2_1,109
CIXCOC_0.05_0_w_CO2_2,109
CIXCOC_0.05_0_w_CO2_3,109
DITYEM_0.12_0_w_CO2_1,120
DITYEM_0.12_0_w_CO2_2,120
DITYEM_0.12_0_w_CO2_3,120
DITYEM_0.12_0_w_CO2_4,120
DITYEM_0.12_0_w_CO2_5,120
DITYEM_0.12_0_w_CO2_6,120
BIYSUZ_0.08_0_w_CO2_random_1,186
BIYSUZ_0.08_0_w_CO2_random_2,186
CIXCOC_0.05_0_w_CO2_random_1,109
CIXCOC_0.05_0_w_CO2_random_2,109
DITYEM_0.12_0_w_CO2_random_1,120
DITYEM_0.12_0_w_CO2_random_2,120
BIYSUZ_0.08_0_w_CO2_H2O_1,189
BIYSUZ_0.08_0_w_CO2_H2O_2,189
BIYSUZ_0.08_0_w_CO2_H2O_3,189
BIYSUZ_0.08_0_w_CO2_H2O_4,189
BIYSUZ_0.08_0_w_CO2_H2O_5,189
BIYSUZ_0.08_0_w_CO2_H2O_6,189
BIYSUZ_0.08_0_w_CO2_H2O_7,189
BIYSUZ_0.08_0_w_CO2_H2O_8,189
CIXCOC_0.05_0_w_CO2_H2O_1,112
CIXCOC_0.05_0_w_CO2_H2O_2,112
CIXCOC_0.05_0_w_CO2_H2O_3,112
CIXCOC_0.05_0_w_CO2_H2O_4,112
CIXCOC_0.05_0_w_CO2_H2O_5,112
DITYEM_0.12_0_w_CO2_H2O_1,240
DITYEM_0.12_0_w_CO2_H2O_2,240
DITYEM_0.12_0_w_CO2_H2O_3,240
DITYEM_0.12_0_w_CO2_H2O_4,240
DITYEM_0.12_0_w_CO2_H2O_5,240
DITYEM_0.12_0_w_CO2_H2O_6,240
DITYEM_0.12_0_w_CO2_H2O_7,240
BIYSUZ_0.08_0_w_CO2_H2O_random_1,189
BIYSUZ_0.08_0_w_CO2_H2O_random_2,189
CIXCOC_0.05_0_w_CO2_H2O_random_1,112
CIXCOC_0.05_0_w_CO2_H2O_random_2,112
DITYEM_0.12_0_w_CO2_H2O_random_1,240
DITYEM_0.12_0_w_CO2_H2O_random_2,240
BIYSUZ_0.08_0_w_H2O_1,186
BIYSUZ_0.08_0_w_H2O_2,186
BIYSUZ_0.08_0_w_H2O_3,186
CIXCOC_0.05_0_w_H2O_1,109
CIXCOC_0.05_0_w_H2O_2,109
DITYEM_0.12_0_w_H2O_1,120
DITYEM_0.12_0_w_H2O_2,120
DITYEM_0.12_0_w_H2O_3,120
BIYSUZ_0.08_0_w_H2O_random_1,186
BIYSUZ_0.08_0_w_H2O_random_2,186
CIXCOC_0.05_0_w_H2O_random_1,109
CIXCOC_0.05_0_w_H2O_random_2,109
DITYEM_0.12_0_w_H2O_random_1,120
DITYEM_0.12_0_w_H2O_random_2,120
CAXWAB_w_CO2_1,57
CAXWAB_w_CO2_2,57
CAXWAB_w_CO2_3,57
CUNFOH01_w_CO2_1,131
CUNFOH01_w_CO2_2,131
DAFSOV_w_CO2_1,101
DAFSOV_w_CO2_2,101
DAFSOV_w_CO2_3,101
DAFSOV_w_CO2_4,101
DAFSOV_w_CO2_5,101
DAXHUH01_w_CO2_1,72
DAXHUH01_w_CO2_2,72
DAXHUH01_w_CO2_3,72
DEPSEW_w_CO2_1,99
DEPSEW_w_CO2_2,99
DEPSEW_w_CO2_3,99
DEPSEW_w_CO2_4,99
DEPSEW_w_CO2_5,99
DEPSEW_w_CO2_7,99
CAXWAB_w_CO2_random_1,57
CAXWAB_w_CO2_random_2,57
CUNFOH01_w_CO2_random_1,131
CUNFOH01_w_CO2_random_2,131
DAFSOV_w_CO2_random_1,101
DAFSOV_w_CO2_random_2,101
DAXHUH01_w_CO2_random_1,72
DAXHUH01_w_CO2_random_2,72
DEPSEW_w_CO2_random_1,99
DEPSEW_w_CO2_random_2,99
CAXWAB_w_CO2_2H2O_1,63
CAXWAB_w_CO2_2H2O_2,63
CAXWAB_w_CO2_2H2O_3,63
CAXWAB_w_CO2_2H2O_4,63
CAXWAB_w_CO2_2H2O_5,63
CUNFOH01_w_CO2_2H2O_1,137
CUNFOH01_w_CO2_2H2O_2,137
CUNFOH01_w_CO2_2H2O_3,137
CUNFOH01_w_CO2_2H2O_4,137
CUNFOH01_w_CO2_2H2O_5,137
DAXHUH01_w_CO2_2H2O_1,78
DAXHUH01_w_CO2_2H2O_2,78
DAXHUH01_w_CO2_2H2O_3,78
DAXHUH01_w_CO2_2H2O_4,78
DAXHUH01_w_CO2_2H2O_5,78
DEPSEW_w_CO2_2H2O_1,105
DEPSEW_w_CO2_2H2O_2,105
CUNFOH01_w_CO2_2H2O_random_1,137
CUNFOH01_w_CO2_2H2O_random_2,137
CAXWAB_w_CO2_H2O_1,60
CAXWAB_w_CO2_H2O_2,60
CAXWAB_w_CO2_H2O_3,60
CAXWAB_w_CO2_H2O_4,60
CAXWAB_w_CO2_H2O_5,60
